1166,Henri Coandă International Airport,Bucharest,Romania,OTP
1167,Sibiu International Airport,Sibiu,Romania,SBZ
1168,Satu Mare Airport,Satu Mare,Romania,SUJ
1169,Suceava Stefan cel Mare Airport,Suceava,Romania,SCV
1170,Tulcea Airport,Tulcea,Romania,TCE
1171,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM
1172,Timişoara Traian Vuia Airport,Timisoara,Romania,TSR
1173,Geneva Cointrin International Airport,Geneva,Switzerland,GVA
1174,Sion Airport,Sion,Switzerland,SIR
1175,Emmen Air Base,Emmen,Switzerland,EML
1176,Lugano Airport,Lugano,Switzerland,LUG
1177,Bern Belp Airport,Bern,Switzerland,BRN
1178,Zürich Airport,Zurich,Switzerland,ZRH
1179,St Gallen Altenrhein Airport,Altenrhein,Switzerland,ACH
1180,Samedan Airport,Samedan,Switzerland,SMV
1181,Esenboğa International Airport,Ankara,Turkey,ESB
1182,Etimesgut Air Base,Ankara,Turkey,ANK
1183,Adana Airport,Adana,Turkey,ADA
1184,İncirlik Air Base,Adana,Turkey,UAB
1185,Afyon Airport,Afyon,Turkey,AFY
1186,Antalya International Airport,Antalya,Turkey,AYT
1187,Gaziantep International Airport,Gaziantep,Turkey,GZT
1188,Konya Airport,Konya,Turkey,KYA
1189,Malatya Tulga Airport,Malatya,Turkey,MLX
1190,Amasya Merzifon Airport,Merzifon,Turkey,MZH
1191,Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS
1192,Kayseri Erkilet Airport,Kayseri,Turkey,ASR
1193,Çardak Airport,Denizli,Turkey,DNZ
1194,Atatürk International Airport,Istanbul,Turkey,IST
1195,Balıkesir Merkez Airport,Balikesir,Turkey,BZI
1196,Bandırma Airport,Bandirma,Turkey,BDM
1197,Eskişehir Air Base,Eskisehir,Turkey,ESK
1198,Adnan Menderes International Airport,Izmir,Turkey,ADB
1199,Çiğli Airport,Izmir,Turkey,IGL
1200,Dalaman International Airport,Dalaman,Turkey,DLM
1201,Imsık Airport,Bodrum,Turkey,BXN
1202,Elazığ Airport,Elazig,Turkey,EZS
1203,Diyarbakir Airport,Diyabakir,Turkey,DIY
1204,Erzincan Airport,Erzincan,Turkey,ERC
1205,Erzurum International Airport,Erzurum,Turkey,ERZ
1206,Trabzon International Airport,Trabzon,Turkey,TZX
1207,Van Ferit Melen Airport,Van,Turkey,VAN
1208,Batman Airport,Batman,Turkey,BAL
1209,Balti International Airport,Saltsy,Moldova,BZY
1210,Chişinău International Airport,Chisinau,Moldova,KIV
1211,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,OHD
1212,Skopje Alexander the Great Airport,Skopje,Macedonia,SKP
1213,Gibraltar Airport,Gibraltar,Gibraltar,GIB
1214,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG
1215,Nis Airport,Nis,Serbia,INI
1216,Podgorica Airport,Podgorica,Montenegro,TGD
1217,Priština International Airport,Pristina,Serbia,PRN
1218,Tivat Airport,Tivat,Montenegro,TIV
1219,M. R. Štefánik Airport,Bratislava,Slovakia,BTS
1220,Košice Airport,Kosice,Slovakia,KSC
1221,Piešťany Airport,Piestany,Slovakia,PZY
1222,Sliač Airport,Sliac,Slovakia,SLD
1223,Poprad-Tatry Airport,Poprad,Slovakia,TAT
1224,North Caicos Airport,North Caicos,Turks and Caicos Islands,NCA
1225,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS
1226,South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC
1227,Arroyo Barril Airport,Samana,Dominican Republic,EPS
1228,Maria Montez International Airport,Barahona,Dominican Republic,BRX
1229,Casa De Campo International Airport,La Romana,Dominican Republic,LRM
1230,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ
1231,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP
1232,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ
1233,Cibao International Airport,Santiago,Dominican Republic,STI
1234,Coban Airport,Coban,Guatemala,CBV
1235,La Aurora Airport,Guatemala City,Guatemala,GUA
1236,Goloson International Airport,La Ceiba,Honduras,LCE
1237,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP
1238,La Laguna Airport,Guanaja,Honduras,GJA
1239,Juan Manuel Galvez International Airport,Roatan,Honduras,RTB
1240,Tela Airport,Tela,Honduras,TEA
1241,Toncontín International Airport,Tegucigalpa,Honduras,TGU
1242,Boscobel Aerodrome,Ocho Rios,Jamaica,OCJ
1243,Norman Manley International Airport,Kingston,Jamaica,KIN
1244,Sangster International Airport,Montego Bay,Jamaica,MBJ
1245,Ken Jones Airport,Port Antonio,Jamaica,POT
1246,Tinson Pen Airport,Kingston,Jamaica,KTP
1247,General Juan N Alvarez International Airport,Acapulco,Mexico,ACA
1248,Del Norte International Airport,Monterrey,Mexico,NTR
1249,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU
1250,Bahías de Huatulco International Airport,Huatulco,Mexico,HUX
1251,General Mariano Matamoros Airport,Cuernavaca,Mexico,CVJ
1252,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME
1253,Bachigualato Federal International Airport,Culiacan,Mexico,CUL
1254,Chetumal International Airport,Chetumal,Mexico,CTM
1255,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN
1256,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE
1257,Abraham González International Airport,Ciudad Juarez,Mexico,CJS
1258,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU
1259,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM
1260,Cozumel International Airport,Cozumel,Mexico,CZM
1261,General Guadalupe Victoria International Airport,Durango,Mexico,DGO
1262,Amado Nervo National Airport,Tepic,Mexico,TPQ
1263,Ensenada Airport,Ensenada,Mexico,ESE
1264,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL
1265,General José María Yáñez International Airport,Guaymas,Mexico,GYM
1266,Tehuacan Airport,Tehuacan,Mexico,TCN
1267,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO
1268,Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ
1269,Isla Mujeres Airport,Isla Mujeres,Mexico,ISJ
1270,Plan De Guadalupe International Airport,Saltillo,Mexico,SLW
1271,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC
1272,Valle del Fuerte International Airport,Los Mochis,Mexico,LMM
1273,Del Bajío International Airport,Del Bajio,Mexico,BJX
1274,Manuel Márquez de León International Airport,La Paz,Mexico,LAP
1275,Loreto International Airport,Loreto,Mexico,LTO
1276,General Servando Canales International Airport,Matamoros,Mexico,MAM
1277,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID
1278,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL
1279,General Francisco J. Mujica International Airport,Morelia,Mexico,MLM
1280,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT
1281,Monclova International Airport,Monclova,Mexico,LOV
1282,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX
1283,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY
1284,General Rafael Buelna International Airport,Mazatlan,Mexico,MZT
1285,Nogales International Airport,Nogales,Mexico,NOG
1286,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD
1287,Xoxocotlán International Airport,Oaxaca,Mexico,OAX
1288,El Tajín National Airport,Poza Rico,Mexico,PAZ
1289,Hermanos Serdán International Airport,Puebla,Mexico,PBC
1290,Ingeniero Juan Guillermo Villasana Airport,Pachuca,Mexico,PCA
1291,Puerto Peñasco International Airport,Punta Penasco,Mexico,PPE
1292,Piedras Negras International Airport,Piedras Negras,Mexico,PDS
1293,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN
1294,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR
1295,Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM
1296,Querétaro Intercontinental Airport,Queretaro,Mexico,QRO
1297,General Lucio Blanco International Airport,Reynosa,Mexico,REX
1298,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD
1299,San Felipe International Airport,San Filipe,Mexico,SFH
1300,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP
1301,Tlaxcala Airport,Tlaxcala,Mexico,TXA
1302,Francisco Sarabia International Airport,Torreon,Mexico,TRC
1303,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ
1304,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ
1305,General Francisco Javier Mina International Airport,Tampico,Mexico,TAM
1306,Tamuin Airport,Tamuin,Mexico,TSL
1307,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC
1308,Tapachula International Airport,Tapachula,Mexico,TAP
1309,Cancún International Airport,Cancun,Mexico,CUN
1310,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA
1311,General Heriberto Jara International Airport,Vera Cruz,Mexico,VER
1312,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL
1313,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH
1314,Zamora Airport,Zamora,Mexico,ZMM
1315,Playa De Oro International Airport,Manzanillo,Mexico,ZLO
1316,Bluefields Airport,Bluefields,Nicaragua,BEF
1317,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA
1318,Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ
1319,Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC
1320,Cap Manuel Niño International Airport,Changuinola,Panama,CHX
1321,Enrique Malek International Airport,David,Panama,DAV
1322,Panama Pacific International Airport,Howard,Panama,BLB
1323,Marcos A. Gelabert International Airport,Panama,Panama,PAC
1324,Tocumen International Airport,Panama City,Panama,PTY
1325,Coto 47 Airport,Coto 47,Costa Rica,OTR
1326,Golfito Airport,Golfito,Costa Rica,GLF
1327,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR
1328,Limon International Airport,Limon,Costa Rica,LIO
1329,Nosara Airport,Nosara Beach,Costa Rica,NOB
1330,Juan Santamaria International Airport,San Jose,Costa Rica,SJO
1331,Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ
1332,Quepos Managua Airport,Quepos,Costa Rica,XQP
1333,El Salvador International Airport,San Salvador,El Salvador,SAL
1334,Cap Haitien International Airport,Cap Haitien,Haiti,CAP
1335,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP
1336,Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA
1337,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM
1338,Maximo Gomez Airport,Ciego De Avila,Cuba,AVI
1339,Jardines Del Rey Airport,Cunagua,Cuba,CCC
1340,Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG
1341,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO
1342,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW
1343,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU
1344,Mariana Grajales Airport,Guantanamo,Cuba,GAO
1345,José Martí International Airport,Havana,Cuba,HAV
1346,Frank Pais International Airport,Holguin,Cuba,HOG
1347,La Coloma Airport,La Coloma,Cuba,LCL
1348,Orestes Acosta Airport,Moa,Cuba,MOA
1349,Sierra Maestra Airport,Manzanillo,Cuba,MZO
1350,Rafael Cabrera Airport,Nueva Gerona,Cuba,GER
1351,Playa Baracoa Airport,Baracoa Playa,Cuba,UPB
1352,Abel Santamaria Airport,Santa Clara,Cuba,SNU
1353,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA
1354,Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU
1355,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB
1356,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM
1357,Andros Town Airport,Andros Town,Bahamas,ASD
1358,Marsh Harbour International Airport,Marsh Harbor,Bahamas,MHH
1359,San Andros Airport,San Andros,Bahamas,SAQ
1360,Spring Point Airport,Spring Point,Bahamas,AXP
1361,Treasure Cay Airport,Treasure Cay,Bahamas,TCB
1362,Chub Cay Airport,Chub Cay,Bahamas,CCZ
1363,South Bimini Airport,Alice Town,Bahamas,BIM
1364,Exuma International Airport,Great Exuma,Bahamas,GGT
1365,North Eleuthera Airport,North Eleuthera,Bahamas,ELH
1366,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB
1367,Rock Sound Airport,Rock Sound,Bahamas,RSD
1368,Grand Bahama International Airport,Freeport,Bahamas,FPO
1369,Inagua Airport,Matthew Town,Bahamas,IGA
1370,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI
1371,Stella Maris Airport,Stella Maris,Bahamas,SML
1372,Mayaguana Airport,Mayaguana,Bahamas,MYG
1373,Lynden Pindling International Airport,Nassau,Bahamas,NAS
1374,San Salvador Airport,Cockburn Town,Bahamas,ZSA
1375,Philip S. W. Goldson International Airport,Belize City,Belize,BZE
1376,Aitutaki Airport,Aitutaki,Cook Islands,AIT
1377,Rarotonga International Airport,Avarua,Cook Islands,RAR
1378,Nadi International Airport,Nandi,Fiji,NAN
1379,Nausori International Airport,Nausori,Fiji,SUV
1380,Fua'amotu International Airport,Tongatapu,Tonga,TBU
1381,Vava'u International Airport,Vava'u,Tonga,VAV
1382,Bonriki International Airport,Tarawa,Kiribati,TRW
1383,Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF
1384,Hihifo Airport,Wallis,Wallis and Futuna,WLS
1385,Faleolo International Airport,Faleolo,Samoa,APW
1386,Pago Pago International Airport,Pago Pago,American Samoa,PPG
1387,Rurutu Airport,Rurutu,French Polynesia,RUR
1388,Tubuai Airport,Tubuai,French Polynesia,TUB
1389,Anaa Airport,Anaa,French Polynesia,AAA
1390,Tikehau Airport,Tikehau,French Polynesia,TIH
1391,Reao Airport,Reao,French Polynesia,REA
1392,Fakarava Airport,Fakarava,French Polynesia,FAV
1393,Manihi Airport,Manihi,French Polynesia,XMH
1394,Totegegie Airport,Totegegie,French Polynesia,GMR
1395,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR
1396,Makemo Airport,Makemo,French Polynesia,MKP
1397,Puka Puka Airport,Puka Puka,French Polynesia,PKP
1398,Takapoto Airport,Takapoto,French Polynesia,TKP
1399,Arutua Airport,Arutua,French Polynesia,AXR
1400,Mataiva Airport,Mataiva,French Polynesia,MVT
1401,Takaroa Airport,Takaroa,French Polynesia,TKX
1402,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV
1403,Bora Bora Airport,Bora Bora,French Polynesia,BOB
1404,Rangiroa Airport,Rangiroa,French Polynesia,RGI
1405,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH
1406,Moorea Airport,Moorea,French Polynesia,MOZ
1407,Hao Airport,Hao Island,French Polynesia,HOI
1408,Maupiti Airport,Maupiti,French Polynesia,MAU
1409,Raiatea Airport,Raiatea Island,French Polynesia,RFP
1410,Bauerfield International Airport,Port-vila,Vanuatu,VLI
1411,Koné Airport,Kone,New Caledonia,KNQ
1412,Koumac Airport,Koumac,New Caledonia,KOC
1413,Lifou Airport,Lifou,New Caledonia,LIF
1414,Nouméa Magenta Airport,Noumea,New Caledonia,GEA
1415,Maré Airport,Mare,New Caledonia,MEE
1416,Touho Airport,Touho,New Caledonia,TOU
1417,Ouvéa Airport,Ouvea,New Caledonia,UVE
1418,La Tontouta International Airport,Noumea,New Caledonia,NOU
1419,Auckland International Airport,Auckland,New Zealand,AKL
1420,Taupo Airport,Taupo,New Zealand,TUO
1421,Ardmore Airport,Ardmore,New Zealand,AMZ
1422,Christchurch International Airport,Christchurch,New Zealand,CHC
1423,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT
1424,Dunedin Airport,Dunedin,New Zealand,DUD
1425,Gisborne Airport,Gisborne,New Zealand,GIS
1426,Hokitika Airfield,Hokitika,New Zealand,HKK
1427,Hamilton International Airport,Hamilton,New Zealand,HLZ
1428,Kerikeri Airport,Kerikeri,New Zealand,KKE
1429,Kaitaia Airport,Kaitaia,New Zealand,KAT
1430,Alexandra Airport,Alexandra,New Zealand,ALR
1431,Mount Cook Airport,Mount Cook,New Zealand,MON
1432,Manapouri Airport,Manapouri,New Zealand,TEU
1433,Hood Airport,Masterton,New Zealand,MRO
1434,New Plymouth Airport,New Plymouth,New Zealand,NPL
1435,Nelson Airport,Nelson,New Zealand,NSN
1436,Invercargill Airport,Invercargill,New Zealand,IVC
1437,Oamaru Airport,Oamaru,New Zealand,OAM
1438,Palmerston North Airport,Palmerston North,New Zealand,PMR
1439,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ
1440,Queenstown International Airport,Queenstown International,New Zealand,ZQN
1441,Rotorua Regional Airport,Rotorua,New Zealand,ROT
1442,Tauranga Airport,Tauranga,New Zealand,TRG
1443,Timaru Airport,Timaru,New Zealand,TIU
1444,Woodbourne Airport,Woodbourne,New Zealand,BHE
1445,Wanaka Airport,Wanaka,New Zealand,WKA
1446,Whakatane Airport,Whakatane,New Zealand,WHK
1447,Wellington International Airport,Wellington,New Zealand,WLG
1448,Whangarei Airport,Whangarei,New Zealand,WRE
1449,Westport Airport,Westport,New Zealand,WSZ
1450,Wanganui Airport,Wanganui,New Zealand,WAG
1451,Herat Airport,Herat,Afghanistan,HEA
1452,Jalalabad Airport,Jalalabad,Afghanistan,JAA
1453,Kabul International Airport,Kabul,Afghanistan,KBL
1454,Kandahar Airport,Kandahar,Afghanistan,KDH
1455,Maimana Airport,Maimama,Afghanistan,MMZ
1456,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR
1457,Konduz Airport,Kunduz,Afghanistan,UND
1458,Bahrain International Airport,Bahrain,Bahrain,BAH
1459,Abha Regional Airport,Abha,Saudi Arabia,AHB
1460,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF
1461,Al Baha Airport,El-baha,Saudi Arabia,ABT
1462,Bisha Airport,Bisha,Saudi Arabia,BHH
1463,King Fahd International Airport,Dammam,Saudi Arabia,DMM
1464,King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA
1465,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ
1466,Gassim Airport,Gassim,Saudi Arabia,ELQ
1467,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY
1468,Ha'il Airport,Hail,Saudi Arabia,HAS
1469,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED
1470,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,HBT
1471,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED
1472,Nejran Airport,Nejran,Saudi Arabia,EAM
1473,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI
1474,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH
1475,King Khaled International Airport,Riyadh,Saudi Arabia,RUH
1476,Arar Domestic Airport,Arar,Saudi Arabia,RAE
1477,Sharurah Airport,Sharurah,Saudi Arabia,SHW
1478,Sulayel Airport,Sulayel,Saudi Arabia,SLF
1479,Tabuk Airport,Tabuk,Saudi Arabia,TUU
1480,Ta’if Regional Airport,Taif,Saudi Arabia,TIF
1481,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI
1482,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH
1483,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB
1484,Abadan Airport,Abadan,Iran,ABD
1485,Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ
1486,Mahshahr Airport,Bandar Mahshahr,Iran,MRX
1487,Ahwaz Airport,Ahwaz,Iran,AWZ
1488,Bushehr Airport,Bushehr,Iran,BUZ
1489,Kish International Airport,Kish Island,Iran,KIH
1490,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH
1491,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH
1492,Sanandaj Airport,Sanandaj,Iran,SDG
1493,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN
1494,Sardar-e-Jangal Airport,Rasht,Iran,RAS
1495,Mehrabad International Airport,Teheran,Iran,THR
1496,Bandar Abbas International Airport,Bandar Abbas,Iran,BND
1497,Kerman Airport,Kerman,Iran,KER
1498,Birjand Airport,Birjand,Iran,XBJ
1499,Ramsar Airport,Ramsar,Iran,RZR
1500,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ
1501,Tabriz International Airport,Tabriz,Iran,TBZ
1502,Shahid Sadooghi Airport,Yazd,Iran,AZD
1503,Zabol Airport,Zabol,Iran,ACZ
1504,Konarak Airport,Chah Bahar,Iran,ZBR
1505,Zahedan International Airport,Zahedan,Iran,ZAH
1506,Queen Alia International Airport,Amman,Jordan,AMM
1507,Amman-Marka International Airport,Amman,Jordan,ADJ
1508,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ
1509,King Hussein Air College,Mafraq,Jordan,OMF
1510,Kuwait International Airport,Kuwait,Kuwait,KWI
1511,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY
1512,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH
1513,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI
1514,Dubai International Airport,Dubai,United Arab Emirates,DXB
1515,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR
1516,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT
1517,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ
1518,Khasab Air Base,Khasab,Oman,KHS
1519,Masirah Air Base,Masirah,Oman,MSH
1520,Muscat International Airport,Muscat,Oman,MCT
1521,Salalah Airport,Salalah,Oman,SLL
1522,Thumrait Air Base,Thumrait,Oman,TTH
1523,Faisalabad International Airport,Faisalabad,Pakistan,LYP
1524,Gwadar International Airport,Gwadar,Pakistan,GWD
1525,Gilgit Airport,Gilgit,Pakistan,GIL
1526,Jinnah International Airport,Karachi,Pakistan,KHI
1527,Alama Iqbal International Airport,Lahore,Pakistan,LHE
1528,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG
1529,Moenjodaro Airport,Moenjodaro,Pakistan,MJD
1530,Multan International Airport,Multan,Pakistan,MUX
1531,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS
1532,Panjgur Airport,Panjgur,Pakistan,PJG
1533,Pasni Airport,Pasni,Pakistan,PSI
1534,Peshawar International Airport,Peshawar,Pakistan,PEW
1535,Quetta International Airport,Quetta,Pakistan,UET
1536,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK
1537,Benazir Bhutto International Airport,Islamabad,Pakistan,ISB
1538,Rawalakot Airport,Rawala Kot,Pakistan,RAZ
1539,Sukkur Airport,Sukkur,Pakistan,SKZ
1540,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT
1541,Sui Airport,Sui,Pakistan,SUL
1542,Talhar Airport,Talhar,Pakistan,BDN
1543,Zhob Airport,Zhob,Pakistan,PZH
1544,Basrah International Airport,Basrah,Iraq,BSR
1545,Aleppo International Airport,Aleppo,Syria,ALP
1546,Damascus International Airport,Damascus,Syria,DAM
1547,Deir ez-Zor Airport,Deire Zor,Syria,DEZ
1548,Bassel Al-Assad International Airport,Latakia,Syria,LTK
1549,Palmyra Airport,Palmyra,Syria,PMS
1550,Canton Island Airport,Canton Island,Kiribati,CIS
1551,Rota International Airport,Rota,Northern Mariana Islands,ROP
1552,Saipan International Airport,Saipan,Northern Mariana Islands,SPN
1553,Andersen Air Force Base,Andersen,Guam,UAM
1554,Antonio B. Won Pat International Airport,Agana,Guam,GUM
1555,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ
1556,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ
1557,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA
1558,Cassidy International Airport,Kiritimati,Kiribati,CXI
1559,Henderson Field,Midway,Midway Islands,MDY
1560,Chuuk International Airport,Chuuk,Micronesia,TKK
1561,Pohnpei International Airport,Pohnpei,Micronesia,PNI
1562,Babelthuap Airport,Babelthuap,Palau,ROR
1563,Kosrae International Airport,Kosrae,Micronesia,KSA
1564,Yap International Airport,Yap,Micronesia,YAP
1565,Kinmen Airport,Kinmen,Taiwan,KNH
1566,Taitung Airport,Fengnin,Taiwan,TTT
1567,Lyudao Airport,Green Island,Taiwan,GNI
1568,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH
1569,Chiayi Airport,Chiayi,Taiwan,CYI
1570,Lanyu Airport,Lanyu,Taiwan,KYD
1571,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ
1572,Tainan Airport,Tainan,Taiwan,TNN
1573,Makung Airport,Makung,Taiwan,MZG
1574,Pingtung North Airport,Pingtung,Taiwan,PIF
1575,Taipei Songshan Airport,Taipei,Taiwan,TSA
1576,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE
1577,Wang-an Airport,Wang An,Taiwan,WOT
1578,Hualien Airport,Hualien,Taiwan,HUN
1579,Narita International Airport,Tokyo,Japan,NRT
1580,Matsumoto Airport,Matsumoto,Japan,MMJ
1581,Hyakuri Airport,Ibaraki,Japan,IBR
1582,Iwo Jima Airport,Iwojima,Japan,IWO
1583,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM
1584,Tokachi-Obihiro Airport,Obihiro,Japan,OBO
1585,New Chitose Airport,Sapporo,Japan,CTS
1586,Hakodate Airport,Hakodate,Japan,HKD
1587,Chitose Air Base,Chitose,Japan,SPK
1588,Memanbetsu Airport,Memanbetsu,Japan,MMB
1589,Nakashibetsu Airport,Nakashibetsu,Japan,SHB
1590,Wakkanai Airport,Wakkanai,Japan,WKJ
1591,Iki Airport,Iki,Japan,IKI
1592,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ
1593,Tsushima Airport,Tsushima,Japan,TSJ
1594,Monbetsu Airport,Monbetsu,Japan,MBE
1595,Asahikawa Airport,Asahikawa,Japan,AKJ
1596,Okushiri Airport,Okushiri,Japan,OIR
1597,Rishiri Airport,Rishiri Island,Japan,RIS
1598,Yakushima Airport,Yakushima,Japan,KUM
1599,Fukue Airport,Fukue,Japan,FUJ
1600,Fukuoka Airport,Fukuoka,Japan,FUK
1601,New Tanegashima Airport,Tanegashima,Japan,TNE
1602,Kagoshima Airport,Kagoshima,Japan,KOJ
1603,Miyazaki Airport,Miyazaki,Japan,KMI
1604,Oita Airport,Oita,Japan,OIT
1605,Kitakyūshū Airport,Kitakyushu,Japan,KKJ
1606,Kumamoto Airport,Kumamoto,Japan,KMJ
1607,Nagasaki Airport,Nagasaki,Japan,NGS
1608,Amami Airport,Amami,Japan,ASJ
1609,Tokunoshima Airport,Tokunoshima,Japan,TKN
1610,Komatsu Airport,Kanazawa,Japan,KMQ
1611,Oki Airport,Oki Island,Japan,OKI
1612,Toyama Airport,Toyama,Japan,TOY
1613,Hiroshima Airport,Hiroshima,Japan,HIJ
1614,Okayama Airport,Okayama,Japan,OKJ
1615,Izumo Airport,Izumo,Japan,IZO
1616,Miho Yonago Airport,Miho,Japan,YGJ
1617,Kōchi Ryōma Airport,Kochi,Japan,KCZ
1618,Matsuyama Airport,Matsuyama,Japan,MYJ
1619,Osaka International Airport,Osaka,Japan,ITM
1620,Tottori Airport,Tottori,Japan,TTJ
1621,Tokushima Airport,Tokushima,Japan,TKS
